
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-29


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 1263,1262,1261,1260,1259,1258,1256,1247,1245,1243,1240,1239,1237,1236,1235,1234,1233,1232,1230,1228,1227,1219,1215,1214,1213,1212,1211,1210,1209,1208,1207,1206,1204,1200,1199,1196,1195,1190,1189,1187,1186,1094,1091,1088,1087,1083,1082,1080,1077,1076,1074,1072,1070,1062,1057,1053,1049,1048,1042,1041,1039,1035,1034,1033,1032,1031,1026,1024,1020,1019,1018,1017,1016,1015,1007,1006,1005,1003,1001,999,998,997,996,995,993,992,991,990,989,988,987,985,984,981,978,976,975,974,971
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
7.5,0.01826584,0.05940895,0.005616,0.00386434,0.00113887,0.00266206,0.00082721,0.00658942,0.00357406,0.00352204,0.00771807,0.00935351,0.00938192,0.00608725,0.00403721,0.00441532,0.00349395,0.00672503,0.00507583,0.00581967,0.00254746,0.00423512,0.0022159,0.00379822,0.0068814,0.00407102,0.0074056,0.00346491,0.00371445,0.00347545,0.00195254,0.00092899,0.00752153,0.0116655,0.00374504,0.00387284,0.00360645,0.00228945,0.00187756,0.00212674,0.00732581,0.00803657,0.00083854,0.01538615,0.0253366,0.0065849,0.00251601,0.01452148,0.00150078,0.00538834,0.00101668,0.00951045,0.0119683,0.01788058,0.00849162,0.01517975,0.00954288,0.05654428,0.00539902,0.00355947,0.0084871,0.01405612,0.02830199,0.05153436,0.0126456,0.09835754,0.06262913,0.05391882,0.06821301,0.05948506,0.01858777,0.05402387,0.01982974,0.02506967,0.01727953,0.02024051,0.04235455,0.05143187,0.01257762,0.02518308,0.00328263,0.02463197,0.06956797,0.01293713,0.01923645,0.09209228,0.018462,0.01429939,0.02603448,0.03179775,0.05391394,0.09383432,0.0261797,0.01236032,0.04530049,0.01567535,0.01519563,0.01398791,0.02138198,0.02222653,0.01797239,0.02153046
8.0,0.01577832,0.05114745,0.0048674,0.00332153,0.00095674,0.00248878,0.00073467,0.00673305,0.00298304,0.00302605,0.00696717,0.00738353,0.00829836,0.00486031,0.0033978,0.00420507,0.00295977,0.00568035,0.00418044,0.00505511,0.00216826,0.00368358,0.00194549,0.00350614,0.00583668,0.00332431,0.00635865,0.00288093,0.00322696,0.00265027,0.00159019,0.00080133,0.00668864,0.00916156,0.00341848,0.0036263,0.00320756,0.00204049,0.00160807,0.00184406,0.00736138,0.00689431,0.00073696,0.01306106,0.02443235,0.00599947,0.0021899,0.01366151,0.00125576,0.00463427,0.0008869,0.00736355,0.00976236,0.01600587,0.00738932,0.01261406,0.0080743,0.05202667,0.0043999,0.00304614,0.0070612,0.01283937,0.02425791,0.03876859,0.0126285,0.08722805,0.05290956,0.04599902,0.0530534,0.04602195,0.01524616,0.03657806,0.01772687,0.02320117,0.01538065,0.0156278,0.03487229,0.0445967,0.01183098,0.01950949,0.00265325,0.02110596,0.0668416,0.01242351,0.01516616,0.07912481,0.01500947,0.01172422,0.02113314,0.02430135,0.04775851,0.08343325,0.02285705,0.01096101,0.0407329,0.01445084,0.0141284,0.01232927,0.02303161,0.02314782,0.01885837,0.02094748
8.5,0.0134571,0.04112217,0.00440379,0.00287225,0.00082026,0.00237821,0.0006423,0.00633896,0.00264695,0.00257929,0.00587115,0.00572247,0.00746,0.00390178,0.0028639,0.00388085,0.00252988,0.0048416,0.00351538,0.00437099,0.00198758,0.00307773,0.00172213,0.00305225,0.00494695,0.00275998,0.00553297,0.00240473,0.00273943,0.00242105,0.00129544,0.0006906,0.00598918,0.00726309,0.00303227,0.00365183,0.00279471,0.00177692,0.00139752,0.00162378,0.0075104,0.00590845,0.00063597,0.0118428,0.02287966,0.00531233,0.00190316,0.01199154,0.00106182,0.00382989,0.00078347,0.0063396,0.00783882,0.01418218,0.00649502,0.01086228,0.00648313,0.04456184,0.00362026,0.00264006,0.00532772,0.01213405,0.01926545,0.03568131,0.01198123,0.07053957,0.04255975,0.04134582,0.04057578,0.03737948,0.0130713,0.02715207,0.0187685,0.02208689,0.01305287,0.01367801,0.03145483,0.03827428,0.01192133,0.01906063,0.00226042,0.01964433,0.05373241,0.01121413,0.0132919,0.06367829,0.01268925,0.01132227,0.01703128,0.02408633,0.0408168,0.06100664,0.0212672,0.00964749,0.0325891,0.01223018,0.01100026,0.01002103,0.0212608,0.02127366,0.01788662,0.01891219
9.0,0.01147794,0.03391604,0.00388439,0.00246059,0.00071604,0.00220945,0.00056997,0.00552451,0.00237441,0.00222002,0.00502784,0.00488552,0.0063845,0.00324467,0.00245133,0.00350295,0.00217533,0.00432911,0.00301511,0.00377988,0.00179258,0.00253865,0.00153532,0.0027498,0.00425145,0.00235999,0.00487066,0.00203954,0.00219665,0.0021522,0.00106331,0.00060562,0.00512274,0.00594699,0.00262823,0.00355042,0.00240804,0.00153298,0.00121976,0.00144034,0.00692491,0.00470513,0.00054454,0.0103688,0.02001915,0.00474596,0.00165543,0.01010219,0.00090882,0.00308495,0.00069682,0.00573232,0.00623225,0.01247891,0.00569218,0.00966987,0.00527534,0.03718353,0.00305733,0.00231369,0.00440776,0.00953217,0.01490957,0.03550143,0.00986238,0.05247307,0.03547669,0.03948532,0.03417928,0.03279558,0.01128596,0.02287358,0.01569752,0.01680751,0.01063051,0.01137537,0.02622867,0.03178401,0.01113386,0.02056478,0.00189596,0.0180473,0.04295118,0.0092085,0.01146348,0.04968914,0.010736,0.00992869,0.01362638,0.02596168,0.03176619,0.050208,0.01915039,0.00825739,0.02969712,0.00983765,0.00930773,0.00893331,0.01947854,0.01899056,0.01646599,0.01544154
9.5,0.00975642,0.02850235,0.00333964,0.0021019,0.00063492,0.00224171,0.00050891,0.00458948,0.00216127,0.00194119,0.0046626,0.00426471,0.00562489,0.00275297,0.00213246,0.00309949,0.00187664,0.00393213,0.00263095,0.00327847,0.00159581,0.00230053,0.00137738,0.00250888,0.00366618,0.00207049,0.00433001,0.00176068,0.00184093,0.00192842,0.00090651,0.00054414,0.00428701,0.00506901,0.00228139,0.0032445,0.00207017,0.00132099,0.00106556,0.00128136,0.00684605,0.00397943,0.00047544,0.00898488,0.01659061,0.00413339,0.00144461,0.00952029,0.000788,0.00262153,0.00062232,0.00509873,0.00512002,0.01094302,0.00498396,0.00837309,0.00440085,0.03144925,0.0025424,0.0020472,0.00378363,0.00746678,0.01306503,0.03163603,0.00782068,0.04499736,0.03077005,0.03555023,0.03179289,0.02672401,0.00989931,0.01990382,0.01213403,0.01250488,0.00832239,0.00944349,0.02057369,0.02597279,0.00960853,0.01809929,0.00159707,0.01623625,0.03244403,0.00737664,0.00964472,0.04034051,0.00920774,0.00832486,0.01117841,0.02501138,0.02413434,0.04247878,0.01697043,0.0069318,0.02257077,0.00774706,0.00882486,0.00867206,0.01703432,0.01664318,0.01447657,0.01312112
10.0,0.00827683,0.02379428,0.00287909,0.00179905,0.00057283,0.00220335,0.00045534,0.00389314,0.00196103,0.00172245,0.00425001,0.00372493,0.00495896,0.00236265,0.0018767,0.00271006,0.00163311,0.00346771,0.00232883,0.00285678,0.00140745,0.0020553,0.00124259,0.00224353,0.00318222,0.00184841,0.00388127,0.0015417,0.0015578,0.00171152,0.00079138,0.00049619,0.00348032,0.00430303,0.00193336,0.00273795,0.00178532,0.00114352,0.00093237,0.00114387,0.00665751,0.00344658,0.00043386,0.00783944,0.01327034,0.00362745,0.00126613,0.00856458,0.00069205,0.0021448,0.00055802,0.00451203,0.00407648,0.00959537,0.0044307,0.00716387,0.00373132,0.02686894,0.00214898,0.0018264,0.00359949,0.00624976,0.01128914,0.02468873,0.00645799,0.03843,0.02676334,0.03133559,0.02794118,0.02140412,0.00880098,0.01879382,0.00993578,0.01041346,0.00691592,0.00810167,0.01616782,0.0204547,0.00757877,0.01416668,0.00133524,0.01428901,0.02721131,0.00617564,0.00731069,0.03254672,0.008098,0.00743863,0.00939506,0.02092355,0.02003308,0.03521728,0.01480251,0.00579739,0.01765041,0.00649839,0.00873786,0.00846571,0.01453994,0.01465106,0.01255667,0.01119177
11.0,0.00622049,0.01706954,0.00226687,0.00135213,0.00047261,0.00207758,0.00037975,0.00284668,0.00162067,0.00139908,0.00342235,0.00318824,0.00388742,0.00205762,0.00148311,0.00207109,0.00130067,0.00268286,0.0018854,0.00224461,0.00107824,0.00162769,0.00102607,0.00173831,0.00245756,0.00151297,0.00318058,0.00121769,0.00116436,0.00133686,0.00062988,0.00042288,0.00220206,0.00311992,0.00153406,0.00200733,0.00139549,0.00088571,0.0007235,0.00092987,0.00577249,0.00265828,0.00034651,0.00623824,0.01139508,0.00279966,0.00098815,0.00620391,0.00055272,0.00140762,0.00045263,0.00351884,0.00265264,0.00745034,0.00358193,0.00616463,0.00276592,0.02074466,0.00161592,0.00148346,0.00323475,0.00495489,0.00893353,0.01543008,0.00482775,0.03006155,0.0198722,0.02196514,0.01803378,0.01445343,0.00715348,0.01344205,0.00780455,0.00869626,0.00586721,0.00706898,0.01058933,0.01440328,0.00574328,0.00963958,0.00098285,0.01168659,0.02046844,0.00462543,0.00607617,0.02336461,0.00666383,0.00664201,0.00769329,0.01192543,0.01532341,0.02449509,0.00894152,0.00442134,0.01249244,0.00520889,0.0080787,0.00750488,0.0122112,0.01213366,0.0107894,0.00856755
12.0,0.00486777,0.01271309,0.00186384,0.00110503,0.00039596,0.00161974,0.00031835,0.00212816,0.0013069,0.00116507,0.00270857,0.00283353,0.003104,0.00186613,0.00119673,0.00169278,0.00110277,0.00220131,0.00157348,0.00181989,0.00083711,0.00132107,0.00086141,0.00133851,0.00199946,0.00125985,0.00265964,0.00099662,0.00096758,0.0010668,0.00053737,0.00036487,0.00163939,0.00234731,0.00136281,0.00184149,0.00113877,0.00072325,0.00057742,0.00078086,0.00424395,0.00211821,0.00027176,0.00521727,0.00918644,0.00222255,0.00079243,0.0040616,0.00045824,0.00098151,0.00037351,0.00277164,0.00203144,0.00601782,0.00293819,0.00532222,0.00228223,0.01731575,0.00126508,0.00123117,0.00271959,0.00420876,0.0070827,0.01029136,0.00376275,0.02222192,0.01437256,0.01457195,0.01218528,0.00975813,0.00577438,0.01046136,0.00733904,0.00849638,0.00495844,0.00539418,0.00876846,0.01110089,0.00455369,0.00775552,0.00076537,0.01000744,0.01414925,0.00371857,0.00461349,0.01772002,0.00565561,0.00561015,0.00686381,0.00926781,0.01163835,0.01797532,0.00772087,0.0041425,0.00947643,0.00437489,0.0065358,0.00600939,0.01013873,0.01013292,0.00998672,0.00576511
13.0,0.00396848,0.00992966,0.00158604,0.0009158,0.00033634,0.00119502,0.00026175,0.00179869,0.00109299,0.0009849,0.00216306,0.0024437,0.00252965,0.00168842,0.00098839,0.00139016,0.00095745,0.00175665,0.00133994,0.00150646,0.00068658,0.00111135,0.00073332,0.00107495,0.0017182,0.00105898,0.00225842,0.00083704,0.00083631,0.0008541,0.00046771,0.00031573,0.0013189,0.00190514,0.00103738,0.00156418,0.00093807,0.00059994,0.00047499,0.00067233,0.00375143,0.00173362,0.00022343,0.00445473,0.00723437,0.00178443,0.00065544,0.003058,0.00039012,0.00084248,0.00031432,0.00223058,0.0015964,0.00496964,0.00244326,0.0043485,0.00200173,0.01482123,0.00106435,0.00103919,0.00208871,0.00446648,0.00560071,0.00833501,0.0035079,0.01684095,0.00995238,0.00984946,0.00817175,0.00731639,0.00546244,0.00730597,0.00664707,0.00707225,0.004083,0.0048214,0.00758461,0.00830779,0.0039476,0.00642274,0.00063662,0.00818752,0.01054419,0.00338059,0.00485592,0.01283595,0.00538793,0.00523053,0.00609164,0.00721031,0.0094148,0.01360301,0.00652122,0.00406442,0.00795927,0.00324179,0.00489823,0.00438208,0.01010362,0.01011456,0.00910137,0.00455917
14.0,0.00336665,0.00836401,0.00135513,0.00076963,0.00029053,0.00082347,0.00022304,0.0015503,0.00092575,0.00084241,0.00177447,0.00206684,0.00210258,0.00151197,0.00083554,0.00115309,0.00082999,0.00147716,0.00115753,0.00126966,0.00064201,0.00096226,0.00063178,0.00090826,0.00148164,0.00089911,0.00194136,0.00071297,0.00072973,0.00069122,0.00040876,0.00027369,0.00109731,0.00158736,0.00081977,0.00127388,0.00078231,0.00050542,0.00040088,0.00058689,0.0033166,0.00144984,0.00018794,0.00381052,0.00577909,0.00145498,0.00055705,0.00232637,0.00033823,0.00071971,0.00026926,0.0018861,0.00125812,0.00416253,0.00205747,0.00344221,0.00168538,0.0126744,0.00090056,0.00088927,0.00148031,0.00430457,0.00495516,0.00702746,0.0033756,0.01370196,0.00785733,0.00810334,0.00666073,0.00638422,0.00537356,0.00629752,0.00602154,0.00581243,0.00336302,0.0040992,0.0065931,0.00702535,0.00362549,0.00516117,0.00056122,0.00668755,0.00799989,0.00288376,0.00387798,0.00996042,0.00536214,0.00508932,0.00545353,0.00643215,0.00675111,0.01031265,0.00527545,0.00381962,0.00696114,0.00250365,0.00385595,0.00319649,0.00995952,0.01002019,0.00884425,0.00416111
15.0,0.00290076,0.00726904,0.00115757,0.0006553,0.0002533,0.00070144,0.00019675,0.00135568,0.00079269,0.00072826,0.00150092,0.00173528,0.00177856,0.00134794,0.00071995,0.000968,0.00071535,0.00127048,0.00101092,0.0010866,0.00058034,0.0008487,0.00054994,0.00076979,0.00128533,0.00077226,0.00168592,0.00061913,0.00063343,0.00056744,0.00035712,0.00024178,0.00091961,0.00134093,0.00070701,0.00102127,0.00066101,0.00043188,0.000345,0.00051562,0.00275481,0.00123387,0.00016036,0.00325112,0.00484258,0.00120609,0.00048301,0.00201628,0.00029698,0.00062145,0.00023442,0.00160104,0.00102637,0.00353396,0.00175268,0.00279731,0.00143112,0.01087839,0.00076299,0.00076977,0.0011442,0.00359513,0.00469616,0.00630867,0.00274237,0.01113984,0.00630545,0.00721008,0.00611253,0.00546701,0.00399354,0.0058911,0.00571822,0.00514413,0.00321442,0.00371208,0.00603888,0.00641337,0.00292309,0.00406369,0.00049344,0.00545194,0.00729177,0.00269418,0.00346368,0.00802501,0.00388797,0.00405705,0.00479125,0.00578176,0.00557458,0.00839741,0.00435841,0.00321633,0.0063555,0.00207409,0.00306429,0.00242742,0.00918481,0.00929619,0.00842785,0.00370061
20.0,0.00158457,0.00409966,0.00061245,0.00034202,0.00014186,0.0002585,0.00011932,0.00078045,0.00042108,0.00039954,0.00083101,0.00085202,0.0009327,0.00077236,0.00039696,0.0004774,0.00036386,0.00066277,0.00057322,0.0005856,0.00031152,0.00049867,0.00030864,0.00038671,0.00070033,0.00042364,0.00093241,0.00034399,0.00032907,0.00026211,0.00018685,0.00013254,0.00044263,0.000684,0.00039435,0.00045484,0.00035283,0.00023724,0.00019126,0.00028572,0.00111211,0.00065447,8.628e-05,0.00158698,0.00275699,0.000592,0.00027428,0.00106669,0.00017233,0.00032745,0.00013343,0.00078327,0.00055506,0.00183355,0.00090271,0.00149023,0.00078655,0.00559387,0.00036211,0.00042386,0.00048903,0.00164344,0.00257745,0.00309661,0.00165423,0.00576629,0.00378247,0.00406119,0.0035085,0.00353749,0.00178914,0.00369054,0.00251385,0.00303086,0.00190086,0.00191258,0.00290968,0.00375774,0.00179313,0.00268897,0.00026673,0.00298596,0.00424993,0.00150693,0.00174309,0.00500573,0.00163854,0.00202398,0.00222641,0.00296902,0.00317149,0.00434273,0.00283887,0.00112422,0.00304415,0.00146678,0.00235554,0.00147346,0.00547853,0.00539023,0.00545869,0.00174294

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
